"Product Type","Products"
"BarSoap","35"
"Bundle","48"
"Cologne","3"
"Candles","1"
"","130"
"Deodorant","13"
"HairCare","15"
"Robe","1"
"Booster","9"
"BarSoap-Hidden","5"
"Candle","4"
"Hat","1"
"Shirt","4"
"HairCare-Hidden","2"
"Sanitizer","5"
"Gear","3"
"Gift Card","1"
"Toothpaste","5"
"Booster-Hidden","3"
"LiquidSoap","4"
"Candle-Hidden","1"
"Gift","1"
"Beard","2"
