"Product Type","Products"
"","140"
"Accessoires","4"
"sac","1"
"Livre","2"
"tshirt","5"
"puzzle","1"
"Carnet","1"
"Gourde","1"
"BD","7"
"Carte cadeau","1"
"Catalogue d'exposition","1"
"Livres","1"
"jeu","3"
"peluche","2"
"déco","1"
