"Product Type","Products"
"Roleplay","41"
"Action Figure","1093"
"Vehicle","8"
"Playsets","1"
"Blaster","4"
"","79"
"Game","42"
"Crowdfunding","10"
"Action & Toy Figures","25"
"Apparel","9"
"NFT","1"
"Statues","11"
"Action Figrue","1"
"Plush Toys","1"
"Dolls","1"
