"Product Type","Products"
"Hobby","426"
"Home","738"
"Kitchen","559"
"Personal care","328"
"Textile","252"
"Party","985"
"Accessories","160"
"Gadget","326"
"Office","521"
"Toy","398"
"Game","133"
"Media","238"
"Leisure","203"
"Glasses","213"
